ACTIONS_CRM_CONTACTS,ACTIONS_CRM_COMPANIES,ACTIONS_CRM_DEALS,ACTIONS_EMAIL,USERS_CRM_CONTACTS,USERS_CRM_COMPANIES,USERS_CRM_DEALS,USERS_EMAIL,id,MRR,ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,converted_within30
0.00046908715639365793,0.16706443914081145,0.02201070791195717,0.0,0.10526315789473684,0.4,0.12244897959183673,0.0,132,0.5480418797953964,0.07006038890895079,6,37,1
0.001594896331738437,0.0015910898965791568,0.04104699583581202,0.0,0.07894736842105263,0.02,0.08163265306122448,0.0,196,0.04194373401534526,0.03626285980487332,8,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.2823529411764706,1.0,8,37,0
0.00037526972511492634,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,130,0.319693094629156,1.0,6,37,1
0.001313444037902242,0.0031821797931583136,0.012492563950029744,0.0,0.05263157894736842,0.02,0.04081632653061224,0.0,59,0.0399616368286445,0.06150007738159444,6,17,1
0.00037526972511492634,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,185,0.1998081841432225,0.401340843256155,3,37,0
0.04240547893798668,0.015910898965791568,0.0148720999405116,0.0,0.07894736842105263,0.06,0.04081632653061224,0.0,198,0.39215153452685425,0.6375011529075939,4,37,1
0.002720705507083216,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,185,0.1998081841432225,0.401340843256155,3,37,0
0.019701660568533633,0.005568814638027049,0.011897679952409281,0.0,0.07894736842105263,0.04,0.061224489795918366,0.0,198,0.39215153452685425,0.6375011529075939,4,37,1
0.001594896331738437,0.002386634844868735,0.0,0.0,0.05263157894736842,0.04,0.0,0.0,181,0.43843510230179034,0.13480711660546488,3,9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,0.8823529411764706,0.13658942576603872,2,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.3069053708439898,0.2082310880164831,6,36,0
0.00037526972511492634,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,1
0.0060043156018388215,0.010342084327764518,0.03569303985722784,0.0,0.13157894736842105,0.08,0.1020408163265306,0.0,67,0.2237851662404092,0.15164134959753756,6,34,1
0.0005629045876723895,0.0,0.004759071980963712,0.0,0.05263157894736842,0.0,0.04081632653061224,0.0,35,0.639386189258312,1.0,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0.0399616368286445,1.0,8,37,1
0.003095975232198142,0.11853619729514718,0.014277215942891136,0.0,0.18421052631578946,0.34,0.08163265306122448,0.0,132,0.5480418797953964,0.07006038890895079,6,37,1
0.0028145229383619475,0.007955449482895784,0.001189767995240928,0.0,0.05263157894736842,0.02,0.02040816326530612,0.0,97,0.0399616368286445,0.23864008491652952,3,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.239769820971867,0.22739158369640156,7,5,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,0.319693094629156,1.0,6,37,1
0.004784688995215311,0.0,0.0,0.0176678445229682,0.13157894736842105,0.0,0.0,0.16666666666666666,109,0.9727141943734015,0.128714824593903,3,5,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.2237851662404092,0.1946047363788853,3,5,1
0.00018763486255746317,0.0,0.0,0.0035335689045936395,0.02631578947368421,0.0,0.0,0.08333333333333333,121,0.3037084398976982,0.4140161672818113,5,37,1
0.0030021578009194107,0.1439936356404137,0.001189767995240928,0.0035335689045936395,0.02631578947368421,0.06,0.02040816326530612,0.08333333333333333,27,0.159846547314578,0.02975892897620243,8,37,0
0.023548175250961628,0.003977724741447892,0.00892325996430696,0.0,0.10526315789473684,0.04,0.08163265306122448,0.0,67,0.2237851662404092,0.15164134959753756,6,34,1
0.0015010789004597054,0.0031821797931583136,0.004759071980963712,0.0,0.10526315789473684,0.04,0.02040816326530612,0.0,62,0.21978900255754474,0.048806932140249844,5,34,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.3069053708439898,0.2082310880164831,6,36,0
0.004503236701379116,0.14081145584725538,0.007138607971445568,0.010600706713780918,0.07894736842105263,0.06,0.04081632653061224,0.08333333333333333,27,0.159846547314578,0.02975892897620243,8,37,0
0.00046908715639365793,0.0,0.0029744199881023203,0.0,0.02631578947368421,0.0,0.02040816326530612,0.0,35,0.639386189258312,1.0,8,37,0
0.000656722018951121,0.06523468575974543,0.01784651992861392,0.0,0.10526315789473684,0.34,0.12244897959183673,0.0,132,0.5480418797953964,0.07006038890895079,6,37,0
0.004972323857772774,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,109,0.9727141943734015,0.128714824593903,3,5,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,0.04901694373401534,0.26664196708702853,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,0.8823529411764706,0.13658942576603872,2,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,1
0.0,0.0,0.000594883997620464,0.0,0.0,0.0,0.02040816326530612,0.0,59,0.0399616368286445,0.06150007738159444,6,17,1
0.0010319917440660474,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,121,0.3037084398976982,0.4140161672818113,5,37,1
0.0024392532132470213,0.00477326968973747,0.060678167757287335,0.0,0.10526315789473684,0.04,0.16326530612244897,0.0,8,0.319693094629156,0.20693076457705098,3,19,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.2237851662404092,0.1946047363788853,3,5,1
0.010507552303217937,0.023070803500397773,0.017251635930993457,0.0,0.10526315789473684,0.08,0.08163265306122448,0.0,62,0.21978900255754474,0.048806932140249844,5,34,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.239769820971867,0.22739158369640156,7,5,1
0.0005629045876723895,0.0,0.003569303985722784,0.0,0.05263157894736842,0.0,0.02040816326530612,0.0,35,0.639386189258312,1.0,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,0.8823529411764706,0.13658942576603872,2,37,0
0.00046908715639365793,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,185,0.1998081841432225,0.401340843256155,3,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0.0399616368286445,1.0,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.3069053708439898,0.2082310880164831,6,36,0
0.00037526972511492634,0.0007955449482895784,0.0,0.0,0.02631578947368421,0.02,0.0,0.0,198,0.39215153452685425,0.6375011529075939,4,37,1
0.00028145229383619476,0.0015910898965791568,0.0,0.0,0.02631578947368421,0.02,0.0,0.0,23,0.04901694373401534,0.4569790538185082,4,37,1
0.00769302936485599,0.028639618138424822,0.107674003569304,0.0,0.15789473684210525,0.04,0.14285714285714285,0.0,49,0.399616368286445,1.0,3,37,1
0.00018763486255746317,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,181,0.43843510230179034,0.13480711660546488,3,9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.2237851662404092,1.0,8,37,1
0.0,0.0,0.002379535990481856,0.0,0.0,0.0,0.04081632653061224,0.0,192,0.1998081841432225,0.3422541336622442,8,37,1
0.0012196266066235107,0.008750994431185363,0.1124330755502677,0.0,0.10526315789473684,0.14,0.2040816326530612,0.0,8,0.319693094629156,0.20693076457705098,3,19,0
9.381743127873159e-05,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,1
0.00037526972511492634,0.042163882259347654,0.010707911957168352,0.0,0.10526315789473684,0.28,0.18367346938775508,0.0,132,0.5480418797953964,0.07006038890895079,6,37,0
0.008068299089970917,0.20127287191726334,0.004759071980963712,0.010600706713780918,0.07894736842105263,0.06,0.04081632653061224,0.08333333333333333,27,0.159846547314578,0.02975892897620243,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,0.04901694373401534,0.26664196708702853,8,37,0
0.008162116521249648,0.0015910898965791568,0.0,0.0,0.18421052631578946,0.04,0.0,0.0,109,0.9727141943734015,0.128714824593903,3,5,1
0.0005629045876723895,0.1105807478122514,0.016656751933372994,0.0,0.05263157894736842,0.38,0.16326530612244897,0.0,132,0.5480418797953964,0.07006038890895079,6,37,0
0.0008443568815085843,0.008750994431185363,0.013682331945270673,0.0,0.05263157894736842,0.02,0.02040816326530612,0.0,59,0.0399616368286445,0.06150007738159444,6,17,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,0.04901694373401534,0.26664196708702853,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,0.8823529411764706,0.13658942576603872,2,37,0
0.0014072614691809737,0.010342084327764518,0.003569303985722784,0.0,0.05263157894736842,0.02,0.02040816326530612,0.0,176,0.0399616368286445,0.08756620034485615,3,37,1
0.003846514682427995,0.005568814638027049,0.03152885187388459,0.0,0.07894736842105263,0.06,0.12244897959183673,0.0,49,0.399616368286445,1.0,3,37,1
0.009569377990430622,0.10819411296738266,0.03271861986912552,0.0035335689045936395,0.13157894736842105,0.08,0.08163265306122448,0.08333333333333333,184,0.04901694373401534,0.23012629614170682,4,37,1
0.010882822028332864,0.07557677008750995,0.04937537180249851,0.0,0.05263157894736842,0.04,0.04081632653061224,0.0,23,0.04901694373401534,0.4569790538185082,4,37,1
0.0053475935828877,0.020684168655529037,0.057108863771564544,0.0035335689045936395,0.13157894736842105,0.08,0.12244897959183673,0.08333333333333333,67,0.2237851662404092,0.15164134959753756,6,34,0
0.001313444037902242,0.0,0.009518143961927425,0.0,0.05263157894736842,0.0,0.04081632653061224,0.0,35,0.639386189258312,1.0,8,37,0
0.006285767895675016,0.023866348448687354,0.10350981558596074,0.0,0.15789473684210525,0.06,0.18367346938775508,0.0,8,0.319693094629156,0.20693076457705098,3,19,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.239769820971867,0.22739158369640156,7,5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.2237851662404092,1.0,8,37,1
0.010226100009381742,0.19093078758949883,0.007733491969066033,0.03180212014134275,0.07894736842105263,0.06,0.04081632653061224,0.08333333333333333,27,0.159846547314578,0.02975892897620243,8,37,0
0.011351909184726523,0.0007955449482895784,0.0,0.0,0.15789473684210525,0.02,0.0,0.0,109,0.9727141943734015,0.128714824593903,3,5,1
0.012477718360071301,0.0,0.09042236763831053,0.007067137809187279,0.05263157894736842,0.0,0.04081632653061224,0.08333333333333333,41,0.3779571611253197,0.21357413860216015,8,37,1
0.001313444037902242,0.0,0.000594883997620464,0.010600706713780918,0.05263157894736842,0.0,0.02040816326530612,0.08333333333333333,189,0.1918158567774936,0.1917641596593334,6,5,1
0.00046908715639365793,0.0031821797931583136,0.001784651992861392,0.0,0.02631578947368421,0.06,0.04081632653061224,0.0,176,0.0399616368286445,0.08756620034485615,3,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0399616368286445,0.4646962029867733,8,37,1
0.0008443568815085843,0.0,0.0148720999405116,0.0,0.02631578947368421,0.0,0.04081632653061224,0.0,62,0.21978900255754474,0.048806932140249844,5,34,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.239769820971867,0.22739158369640156,7,5,0
0.012477718360071301,0.17024661893396978,0.003569303985722784,0.021201413427561835,0.07894736842105263,0.06,0.04081632653061224,0.08333333333333333,27,0.159846547314578,0.02975892897620243,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,0
0.0019701660568533634,0.0,0.011897679952409281,0.0,0.05263157894736842,0.0,0.061224489795918366,0.0,35,0.639386189258312,1.0,8,37,0
0.035744441317196736,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,109,0.9727141943734015,0.128714824593903,3,5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,0.1998081841432225,0.3422541336622442,8,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0399616368286445,0.12280305837073445,8,5,1
0.000656722018951121,0.0007955449482895784,0.0,0.0,0.05263157894736842,0.02,0.0,0.0,185,0.1998081841432225,0.401340843256155,3,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0.0399616368286445,1.0,8,37,0
0.00037526972511492634,0.0007955449482895784,0.000594883997620464,0.0,0.02631578947368421,0.02,0.02040816326530612,0.0,37,0.319693094629156,1.0,8,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.04901694373401534,0.23012629614170682,4,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.3069053708439898,0.2082310880164831,6,36,0
0.06041842574350314,0.010342084327764518,0.06722189173111244,0.0,0.15789473684210525,0.1,0.12244897959183673,0.0,67,0.2237851662404092,0.15164134959753756,6,34,0
0.000656722018951121,0.07875894988066826,0.047590719809637125,0.0,0.05263157894736842,0.34,0.2040816326530612,0.0,132,0.5480418797953964,0.07006038890895079,6,37,0
9.381743127873159e-05,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,176,0.0399616368286445,0.08756620034485615,3,37,1
0.005816680739281359,0.022275258552108195,0.07019631171921475,0.0,0.15789473684210525,0.08,0.18367346938775508,0.0,8,0.319693094629156,0.20693076457705098,3,19,0
0.00591049817056009,0.07637231503579953,0.005353955978584176,0.010600706713780918,0.05263157894736842,0.06,0.04081632653061224,0.08333333333333333,27,0.159846547314578,0.02975892897620243,8,37,0
0.00018763486255746317,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,62,0.21978900255754474,0.048806932140249844,5,34,0
0.30790880945679705,0.050119331742243436,0.08030933967876265,0.0,0.13157894736842105,0.1,0.1020408163265306,0.0,67,0.2237851662404092,0.15164134959753756,6,34,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.3069053708439898,0.2082310880164831,6,36,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.04901694373401534,0.23012629614170682,4,37,1
0.0021578009194108266,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,37,0.319693094629156,1.0,8,37,1
0.0023454357819682895,0.00477326968973747,0.002379535990481856,0.0,0.05263157894736842,0.02,0.02040816326530612,0.0,185,0.1998081841432225,0.401340843256155,3,37,0
0.0060043156018388215,0.0,0.0,0.0035335689045936395,0.07894736842105263,0.0,0.0,0.08333333333333333,109,0.9727141943734015,0.128714824593903,3,5,0
0.00028145229383619476,0.0,0.001784651992861392,0.0,0.05263157894736842,0.0,0.02040816326530612,0.0,151,0.8823529411764706,0.13658942576603872,2,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,0
0.002251618350689558,0.0,0.0,0.010600706713780918,0.07894736842105263,0.0,0.0,0.08333333333333333,189,0.1918158567774936,0.1917641596593334,6,5,1
0.003846514682427995,0.0,0.01784651992861392,0.0,0.05263157894736842,0.0,0.04081632653061224,0.0,41,0.3779571611253197,0.21357413860216015,8,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.239769820971867,0.22739158369640156,7,5,0
0.002251618350689558,0.0,0.01784651992861392,0.007067137809187279,0.05263157894736842,0.0,0.08163265306122448,0.08333333333333333,35,0.639386189258312,1.0,8,37,0
0.0020639834881320948,0.0015910898965791568,0.008328375966686497,0.0,0.05263157894736842,0.04,0.04081632653061224,0.0,18,0.28077046035805625,0.5503275820831125,8,37,1
0.0050661412890515055,0.01909307875894988,0.0,0.007067137809187279,0.05263157894736842,0.02,0.0,0.08333333333333333,189,0.1918158567774936,0.1917641596593334,6,5,1
0.004409419270100384,0.0015910898965791568,0.047590719809637125,0.0,0.10526315789473684,0.04,0.08163265306122448,0.0,49,0.399616368286445,1.0,3,37,1
0.000656722018951121,0.0,0.01011302795954789,0.0,0.05263157894736842,0.0,0.04081632653061224,0.0,35,0.639386189258312,1.0,8,37,0
0.016136598179941834,0.005568814638027049,0.000594883997620464,0.0,0.05263157894736842,0.02,0.02040816326530612,0.0,95,0.399616368286445,0.3552997012601476,7,25,1
0.00028145229383619476,0.0,0.0029744199881023203,0.0,0.05263157894736842,0.0,0.02040816326530612,0.0,151,0.8823529411764706,0.13658942576603872,2,37,0
0.012008631203677643,0.05250596658711217,0.35157644259369425,0.0,0.15789473684210525,0.14,0.2040816326530612,0.0,8,0.319693094629156,0.20693076457705098,3,19,0
0.009194108265315696,0.0,0.03271861986912552,0.007067137809187279,0.02631578947368421,0.0,0.04081632653061224,0.08333333333333333,41,0.3779571611253197,0.21357413860216015,8,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.04901694373401534,0.4569790538185082,4,37,1
0.0007505394502298527,0.008750994431185363,0.004164187983343249,0.0,0.02631578947368421,0.02,0.02040816326530612,0.0,184,0.04901694373401534,0.23012629614170682,4,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.3069053708439898,0.2082310880164831,6,36,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0.21978900255754474,0.048806932140249844,5,34,0
0.0010319917440660474,0.0007955449482895784,0.0,0.0,0.05263157894736842,0.02,0.0,0.0,185,0.1998081841432225,0.401340843256155,3,37,0
0.0024392532132470213,0.0,0.005353955978584176,0.028268551236749116,0.05263157894736842,0.0,0.04081632653061224,0.16666666666666666,146,0.10549872122762148,1.0,5,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0.04194373401534526,0.03626285980487332,8,37,0
0.0008443568815085843,0.11296738265712013,0.012492563950029744,0.0,0.15789473684210525,0.38,0.1020408163265306,0.0,132,0.5480418797953964,0.07006038890895079,6,37,0
0.002626888075804484,0.003977724741447892,0.028554431885782272,0.0,0.07894736842105263,0.06,0.061224489795918366,0.0,18,0.28077046035805625,0.5503275820831125,8,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,0.1998081841432225,0.3422541336622442,8,37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,0.04901694373401534,0.26664196708702853,8,37,0
0.0012196266066235107,0.0,0.016061867935752528,0.0035335689045936395,0.07894736842105263,0.0,0.08163265306122448,0.08333333333333333,146,0.10549872122762148,1.0,5,37,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.2237851662404092,1.0,8,37,0
0.002626888075804484,0.0,0.0,0.014134275618374558,0.07894736842105263,0.0,0.0,0.08333333333333333,109,0.9727141943734015,0.128714824593903,3,5,0
0.020264565156206022,0.07478122513922036,0.19571683521713268,0.0,0.07894736842105263,0.06,0.061224489795918366,0.0,8,0.319693094629156,0.20693076457705098,3,19,0
0.00037526972511492634,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,76,0.239769820971867,0.22739158369640156,7,5,0
